word,level,pos
pond,C1,noun
pop,C1,verb
portfolio,C1,noun
portray,C1,verb
postpone,C1,verb
post-war,C1,adjective
practitioner,C1,noun
preach,C1,verb
precedent,C1,noun
precision,C1,noun
predator,C1,noun
predecessor,C1,noun
predominantly,C1,adverb
pregnancy,C1,noun
prejudice,C1,noun
preliminary,C1,adjective
premier,C1,noun
premise,C1,noun
premium,C1,noun
prescribe,C1,verb
prescription,C1,noun
presently,C1,adverb
preservation,C1,noun
preside,C1,verb
presidency,C1,noun
presidential,C1,adjective
prestigious,C1,adjective
presumably,C1,adverb
presume,C1,verb
prevail,C1,verb
prevalence,C1,noun
prevention,C1,noun
prey,C1,noun
principal,C1,noun
privatization,C1,noun
privilege,C1,noun
probe,C1,"noun, verb"
problematic,C1,adjective
proceedings,C1,noun
proceeds,C1,noun
processing,C1,noun
processor,C1,noun
proclaim,C1,verb
productive,C1,adjective
productivity,C1,noun
profitable,C1,adjective
profound,C1,adjective
projection,C1,noun
prominent,C1,adjective
pronounced,C1,adjective
propaganda,C1,noun
proposition,C1,noun
prosecute,C1,verb
prosecution,C1,noun
prosecutor,C1,noun
prospective,C1,adjective
prosperity,C1,noun
protective,C1,adjective
protocol,C1,noun
province,C1,noun
provincial,C1,adjective
provision,C1,noun
provoke,C1,verb
psychiatric,C1,adjective
pulse,C1,noun
pump,C1,"verb, noun"
punch,C1,"noun, verb"
query,C1,noun
quest,C1,noun
quota,C1,noun
radar,C1,noun
radical,C1,adjective
rage,C1,noun
raid,C1,"noun, verb"
rally,C1,"noun, verb"
ranking,C1,noun
rape,C1,"noun, verb"
ratio,C1,noun
rational,C1,adjective
ray,C1,noun
readily,C1,adverb
realization,C1,noun
realm,C1,noun
rear,C1,"adjective, noun"
reasoning,C1,noun
reassure,C1,verb
rebel,C1,noun
rebellion,C1,noun
recipient,C1,noun
reconstruction,C1,noun
recount1,C1,verb
referendum,C1,noun
reflection,C1,noun
reform,C1,"noun, verb"
refuge,C1,noun
refusal,C1,noun
regain,C1,verb
regardless,C1,adverb
regime,C1,noun
regulator,C1,noun
regulatory,C1,adjective
rehabilitation,C1,noun
reign,C1,"noun, verb"
rejection,C1,noun
relevance,C1,noun
reliability,C1,noun
reluctant,C1,adjective
remainder,C1,noun
remains,C1,noun
remedy,C1,noun
reminder,C1,noun
removal,C1,noun
render,C1,verb
renew,C1,verb
renowned,C1,adjective
rental,C1,noun
replacement,C1,noun
reportedly,C1,adverb
representation,C1,noun
reproduce,C1,verb
reproduction,C1,noun
republic,C1,noun
resemble,C1,verb
reside,C1,verb
residence,C1,noun
residential,C1,adjective
residue,C1,noun
resignation,C1,noun
resistance,C1,noun
respective,C1,adjective
respectively,C1,adverb
restoration,C1,noun
restraint,C1,noun
resume,C1,verb
retreat,C1,"noun, verb"
retrieve,C1,verb
revelation,C1,noun
revenge,C1,noun
reverse,C1,"verb, noun, adjective"
revival,C1,noun
revive,C1,verb
revolutionary,C1,adjective
rhetoric,C1,noun
rifle,C1,noun
riot,C1,noun
rip,C1,verb
ritual,C1,noun
robust,C1,adjective
rock,C1,verb
rod,C1,noun
rotate,C1,verb
rotation,C1,noun
ruling,C1,noun
rumour,C1,noun
sack,C1,verb
sacred,C1,adjective
sacrifice,C1,"noun, verb"
saint,C1,noun
sake,C1,noun
sanction,C1,noun
say,C1,noun
scattered,C1,adjective
sceptical,C1,adjective
scope,C1,noun
screw,C1,"verb, noun"
scrutiny,C1,noun
seal,C1,"verb, noun"
secular,C1,adjective
seemingly,C1,adverb
segment,C1,noun
seize,C1,verb
seldom,C1,adverb
selective,C1,adjective
senator,C1,noun
sensation,C1,noun
sensitivity,C1,noun
sentiment,C1,noun
separation,C1,noun
serial,C1,adjective
settlement,C1,noun
set-up,C1,noun
sexuality,C1,noun
shareholder,C1,noun
shatter,C1,verb
shed,C1,verb
sheer,C1,adjective
shipping,C1,noun
shoot,C1,noun
shrink,C1,verb
shrug,C1,verb
sigh,C1,"verb, noun"
simulate,C1,verb
simulation,C1,noun
simultaneously,C1,adverb
sin,C1,noun
situated,C1,adjective
sketch,C1,noun
skip,C1,verb
slam,C1,verb
slap,C1,verb
slash,C1,verb
slavery,C1,noun
slot,C1,noun
smash,C1,verb
snap,C1,verb
soak,C1,verb
soar,C1,verb
socialist,C1,adjective
sole,C1,adjective
solely,C1,adverb
solicitor,C1,noun
solidarity,C1,noun
solo,C1,"adjective, noun"
sound,C1,adjective
sovereignty,C1,noun
spam,C1,noun
span,C1,"verb, noun"
spare,C1,verb
spark,C1,verb
specialized,C1,adjective
specification,C1,noun
specimen,C1,noun
spectacle,C1,noun
spectrum,C1,noun
spell,C1,noun
sphere,C1,noun
spin,C1,"verb, noun"
spine,C1,noun
spotlight,C1,noun
spouse,C1,noun
spy,C1,"noun, verb"
squad,C1,noun
squeeze,C1,verb
stab,C1,verb
stability,C1,noun
stabilize,C1,verb
stake,C1,noun
standing,C1,adjective
stark,C1,adjective
statistical,C1,adjective
steer,C1,verb
stem,C1,"noun, verb"
stereotype,C1,noun
stimulus,C1,noun
stir,C1,verb
storage,C1,noun
straightforward,C1,adjective
strain,C1,noun
strand,C1,noun
strategic,C1,adjective
striking,C1,adjective
strip,C1,noun
strip,C1,verb
strive,C1,verb
structural,C1,adjective
stumble,C1,verb
stun,C1,verb
submission,C1,noun
subscriber,C1,noun
subscription,C1,noun
subsidy,C1,noun
substantial,C1,adjective
substantially,C1,adverb
substitute,C1,"noun, verb"
substitution,C1,noun
subtle,C1,adjective
suburban,C1,adjective
succession,C1,noun
successive,C1,adjective
successor,C1,noun
suck,C1,verb
sue,C1,verb
suicide,C1,noun
suite,C1,noun
summit,C1,noun
superb,C1,adjective
superior,C1,adjective
supervise,C1,verb
supervision,C1,noun
supervisor,C1,noun
supplement,C1,"noun, verb"
supportive,C1,adjective
supposedly,C1,adverb
suppress,C1,verb
supreme,C1,adjective
surge,C1,"noun, verb"
surgical,C1,adjective
surplus,C1,noun
surrender,C1,verb
surveillance,C1,noun
suspension,C1,noun
suspicion,C1,noun
suspicious,C1,adjective
sustain,C1,verb
swing,C1,"verb, noun"
sword,C1,noun
symbolic,C1,adjective
syndrome,C1,noun
synthesis,C1,noun
systematic,C1,adjective
tackle,C1,noun
tactic,C1,noun
tactical,C1,adjective
taxpayer,C1,noun
tempt,C1,verb
tenant,C1,noun
tender,C1,adjective
tenure,C1,noun
terminal,C1,adjective
terminate,C1,verb
terrain,C1,noun
terrific,C1,adjective
testify,C1,verb
testimony,C1,noun
texture,C1,noun
thankfully,C1,adverb
theatrical,C1,adjective
theology,C1,noun
theoretical,C1,adjective
thereafter,C1,adverb
thereby,C1,adverb
thoughtful,C1,adjective
thought-provoking,C1,adjective
thread,C1,noun
threshold,C1,noun
thrilled,C1,adjective
thrive,C1,verb
tide,C1,noun
tighten,C1,verb
timber,C1,noun
timely,C1,adjective
tobacco,C1,noun
tolerance,C1,noun
tolerate,C1,verb
toll,C1,noun
top,C1,verb
torture,C1,"noun, verb"
toss,C1,verb
total,C1,verb
toxic,C1,adjective
trace,C1,noun
trademark,C1,noun
trail,C1,"noun, verb"
trailer,C1,noun
transaction,C1,noun
transcript,C1,noun
transformation,C1,noun
transit,C1,noun
transmission,C1,noun
transparency,C1,noun
transparent,C1,adjective
trauma,C1,noun
treaty,C1,noun
tremendous,C1,adjective
tribal,C1,adjective
tribunal,C1,noun
tribute,C1,noun
trigger,C1,noun
trio,C1,noun
triumph,C1,noun
trophy,C1,noun
troubled,C1,adjective
trustee,C1,noun
tuition,C1,noun
turnout,C1,noun
turnover,C1,noun
twist,C1,"verb, noun"
undergraduate,C1,noun
underlying,C1,adjective
undermine,C1,verb
undoubtedly,C1,adverb
unify,C1,verb
unprecedented,C1,adjective
unveil,C1,verb
upcoming,C1,adjective
upgrade,C1,"verb, noun"
uphold,C1,verb
utility,C1,noun
utilize,C1,verb
utterly,C1,adverb
vacuum,C1,noun
vague,C1,adjective
validity,C1,noun
vanish,C1,verb
variable,C1,"noun, adjective"
varied,C1,adjective
vein,C1,noun
venture,C1,"noun, verb"
verbal,C1,adjective
verdict,C1,noun
verify,C1,verb
verse,C1,noun
versus,C1,preposition
vessel,C1,noun
veteran,C1,noun
viable,C1,adjective
vibrant,C1,adjective
vice,C1,noun
vicious,C1,adjective
villager,C1,noun
violate,C1,verb
violation,C1,noun
virtue,C1,noun
vocal,C1,adjective
vow,C1,verb
vulnerability,C1,noun
vulnerable,C1,adjective
ward,C1,noun
warehouse,C1,noun
warfare,C1,noun
warrant,C1,"noun, verb"
warrior,C1,noun
weaken,C1,verb
weave,C1,verb
weed,C1,noun
well,C1,noun
well-being,C1,noun
whatsoever,C1,adverb
whereby,C1,adverb
whilst,C1,conjunction
whip,C1,verb
wholly,C1,adverb
widen,C1,verb
widow,C1,noun
width,C1,noun
willingness,C1,noun
wipe,C1,verb
wit,C1,noun
withdrawal,C1,noun
workout,C1,noun
worship,C1,"noun, verb"
worthwhile,C1,adjective
worthy,C1,adjective
yell,C1,verb
yield,C1,"noun, verb"
youngster,C1,noun
